0,Confidence,NN
0,in,IN
0,the,DT
0,pound,NN
0,is,VBZ
0,widely,RB
0,expected,VBN
0,to,TO
0,take,VB
0,another,DT
0,sharp,JJ
0,dive,NN
0,if,IN
0,trade,NN
0,figures,NNS
0,for,IN
0,September,NNP
0,",",","
0,due,JJ
0,for,IN
0,release,NN
0,tomorrow,NN
0,",",","
0,fail,VB
0,to,TO
0,show,VB
0,a,DT
0,substantial,JJ
0,improvement,NN
0,from,IN
0,July,NNP
0,and,CC
0,August,NNP
0,'s,POS
0,near-record,JJ
0,deficits,NNS
0,.,.
1,Chancellor,NNP
1,of,IN
1,the,DT
1,Exchequer,NNP
1,Nigel,NNP
1,Lawson,NNP
1,'s,POS
1,restated,VBN
1,commitment,NN
1,to,TO
1,a,DT
1,firm,NN
1,monetary,JJ
1,policy,NN
1,has,VBZ
1,helped,VBN
1,to,TO
1,prevent,VB
1,a,DT
1,freefall,NN
1,in,IN
1,sterling,NN
1,over,IN
1,the,DT
1,past,JJ
1,week,NN
1,.,.
2,But,CC
2,analysts,NNS
2,reckon,VBP
2,underlying,VBG
2,support,NN
2,for,IN
2,sterling,NN
2,has,VBZ
2,been,VBN
2,eroded,VBN
2,by,IN
2,the,DT
2,chancellor,NN
2,'s,POS
2,failure,NN
2,to,TO
2,announce,VB
2,any,DT
2,new,JJ
2,policy,NN
2,measures,NNS
2,in,IN
2,his,PRP$
2,Mansion,NNP
2,House,NNP
2,speech,NN
2,last,JJ
2,Thursday,NNP
2,.,.
3,This,DT
3,has,VBZ
3,increased,VBN
3,the,DT
3,risk,NN
3,of,IN
3,the,DT
3,government,NN
3,being,VBG
3,forced,VBN
3,to,TO
3,increase,VB
3,base,NN
3,rates,NNS
3,to,TO
3,16,CD
3,%,NN
3,from,IN
3,their,PRP$
3,current,JJ
3,15,CD
3,%,NN
3,level,NN
3,to,TO
3,defend,VB
3,the,DT
3,pound,NN
3,",",","
3,economists,NNS
3,and,CC
3,foreign,JJ
3,exchange,NN
3,market,NN
3,analysts,NNS
3,say,VBP
3,.,.
4,``,``
4,The,DT
4,risks,NNS
4,for,IN
4,sterling,NN
4,of,IN
4,a,DT
4,bad,JJ
4,trade,NN
4,figure,NN
4,are,VBP
4,very,RB
4,heavily,RB
4,on,IN
4,the,DT
4,down,JJ
4,side,NN
4,",",","
4,'',''
4,said,VBD
4,Chris,NNP
4,Dillow,NNP
4,",",","
4,senior,JJ
4,U.K.,NNP
4,economist,NN
4,at,IN
4,Nomura,NNP
4,Research,NNP
4,Institute,NNP
4,.,.
5,``,``
5,If,IN
5,there,EX
5,is,VBZ
5,another,DT
5,bad,JJ
5,trade,NN
5,number,NN
5,",",","
5,there,EX
5,could,MD
5,be,VB
5,an,DT
5,awful,JJ
5,lot,NN
5,of,IN
5,pressure,NN
5,",",","
5,'',''
5,noted,VBD
5,Simon,NNP
5,Briscoe,NNP
5,",",","
5,U.K.,NNP
5,economist,NN
5,for,IN
5,Midland,NNP
5,Montagu,NNP
5,",",","
5,a,DT
5,unit,NN
5,of,IN
5,Midland,NNP
5,Bank,NNP
5,PLC,NNP
5,.,.
6,Forecasts,NNS
6,for,IN
6,the,DT
6,trade,NN
6,figures,NNS
6,range,VBP
6,widely,RB
6,",",","
6,but,CC
6,few,JJ
6,economists,NNS
6,expect,VBP
6,the,DT
6,data,NNS
6,to,TO
6,show,VB
6,a,DT
6,very,RB
6,marked,VBN
6,improvement,NN
6,from,IN
6,the,DT
6,#,#
6,2,CD
6,billion,CD
6,-LRB-,(
6,$,$
6,3.2,CD
6,billion,CD
6,-RRB-,)
6,deficit,NN
6,in,IN
6,the,DT
6,current,JJ
6,account,NN
6,reported,VBD
6,for,IN
6,August,NNP
6,.,.
7,The,DT
7,August,NNP
7,deficit,NN
7,and,CC
7,the,DT
7,#,#
7,2.2,CD
7,billion,CD
7,gap,NN
7,registered,VBN
7,in,IN
7,July,NNP
7,are,VBP
7,topped,VBN
7,only,RB
7,by,IN
7,the,DT
7,#,#
7,2.3,CD
7,billion,CD
7,deficit,NN
7,of,IN
7,October,NNP
7,1988,CD
7,.,.
8,Sanjay,NNP
8,Joshi,NNP
8,",",","
8,European,JJ
8,economist,NN
8,at,IN
8,Baring,NNP
8,Brothers,NNPS
8,&,CC
8,Co.,NNP
8,",",","
8,said,VBD
8,there,EX
8,is,VBZ
8,no,DT
8,sign,NN
8,that,IN
8,Britain,NNP
8,'s,POS
8,manufacturing,NN
8,industry,NN
8,is,VBZ
8,transforming,VBG
8,itself,PRP
8,to,TO
8,boost,VB
8,exports,NNS
8,.,.
9,At,IN
9,the,DT
9,same,JJ
9,time,NN
9,",",","
9,he,PRP
9,remains,VBZ
9,fairly,RB
9,pessimistic,JJ
9,about,IN
9,the,DT
9,outlook,NN
9,for,IN
9,imports,NNS
9,",",","
9,given,VBN
9,continued,VBD
9,high,JJ
9,consumer,NN
9,and,CC
9,capital,NN
9,goods,NNS
9,inflows,NNS
9,.,.
10,He,PRP
10,reckons,VBZ
10,the,DT
10,current,JJ
10,account,NN
10,deficit,NN
10,will,MD
10,narrow,VB
10,to,TO
10,only,RB
10,#,#
10,1.8,CD
10,billion,CD
10,in,IN
10,September,NNP
10,.,.
11,However,RB
11,",",","
11,Mr.,NNP
11,Dillow,NNP
11,said,VBD
11,he,PRP
11,believes,VBZ
11,that,IN
11,a,DT
11,reduction,NN
11,in,IN
11,raw,JJ
11,material,NN
11,stockbuilding,VBG
11,by,IN
11,industry,NN
11,could,MD
11,lead,VB
11,to,TO
11,a,DT
11,sharp,JJ
11,drop,NN
11,in,IN
11,imports,NNS
11,.,.
12,Combined,VBN
12,with,IN
12,at,IN
12,least,JJS
12,some,DT
12,rebound,NN
12,in,IN
12,exports,NNS
12,after,IN
12,August,NNP
12,'s,POS
12,unexpected,JJ
12,decline,NN
12,",",","
12,the,DT
12,deficit,NN
12,could,MD
12,narrow,VB
12,to,TO
12,as,RB
12,little,JJ
12,as,IN
12,#,#
12,1.3,CD
12,billion,CD
12,.,.
13,Mr.,NNP
13,Briscoe,NNP
13,",",","
13,who,WP
13,also,RB
13,forecasts,VBZ
13,a,DT
13,#,#
13,1.3,CD
13,billion,CD
13,current,JJ
13,account,NN
13,gap,NN
13,",",","
13,warns,VBZ
13,that,IN
13,even,RB
13,if,IN
13,the,DT
13,trade,NN
13,figures,NNS
13,are,VBP
13,bullish,JJ
13,for,IN
13,sterling,NN
13,",",","
13,the,DT
13,currency,NN
13,wo,MD
13,n't,RB
13,advance,VB
13,much,JJ
13,because,IN
13,investors,NNS
13,will,MD
13,want,VB
13,to,TO
13,see,VB
13,further,JJ
13,evidence,NN
13,of,IN
13,the,DT
13,turnaround,NN
13,before,IN
13,adjusting,VBG
13,positions,NNS
13,.,.
14,Nevertheless,RB
14,",",","
14,he,PRP
14,noted,VBD
14,",",","
14,``,``
14,No,DT
14,one,PRP
14,will,MD
14,want,VB
14,to,TO
14,go,VB
14,into,IN
14,the,DT
14,trade,NN
14,figures,NNS
14,without,IN
14,a,DT
14,flat,JJ
14,position,NN
14,'',''
14,in,IN
14,the,DT
14,pound,NN
14,.,.
15,Meanwhile,RB
15,",",","
15,overall,JJ
15,evidence,NN
15,on,IN
15,the,DT
15,economy,NN
15,remains,VBZ
15,fairly,RB
15,clouded,VBN
15,.,.
16,In,IN
16,his,PRP$
16,Mansion,NNP
16,House,NNP
16,speech,NN
16,",",","
16,Mr.,NNP
16,Lawson,NNP
16,warned,VBD
16,that,IN
16,a,DT
16,further,JJ
16,slowdown,NN
16,can,MD
16,be,VB
16,expected,VBN
16,as,IN
16,the,DT
16,impact,NN
16,of,IN
16,the,DT
16,last,JJ
16,rise,NN
16,in,IN
16,interest,NN
16,rates,NNS
16,earlier,RBR
16,this,DT
16,month,NN
16,takes,VBZ
16,effect,NN
16,.,.
17,U.K.,JJ
17,base,NN
17,rates,NNS
17,are,VBP
17,at,IN
17,their,PRP$
17,highest,JJS
17,level,NN
17,in,IN
17,eight,CD
17,years,NNS
17,.,.
18,But,CC
18,consumer,NN
18,expenditure,NN
18,data,NNS
18,released,VBD
18,Friday,NNP
18,do,VBP
18,n't,RB
18,suggest,VB
18,that,IN
18,the,DT
18,U.K.,NNP
18,economy,NN
18,is,VBZ
18,slowing,VBG
18,that,DT
18,quickly,RB
18,.,.
19,The,DT
19,figures,NNS
19,show,VBP
19,that,DT
19,spending,NN
19,rose,VBD
19,0.1,CD
19,%,NN
19,in,IN
19,the,DT
19,third,JJ
19,quarter,NN
19,from,IN
19,the,DT
19,second,JJ
19,quarter,NN
19,and,CC
19,was,VBD
19,up,IN
19,3.8,CD
19,%,NN
19,from,IN
19,a,DT
19,year,NN
19,ago,RB
19,.,.
20,This,DT
20,compares,VBZ
20,with,IN
20,a,DT
20,1.6,CD
20,%,NN
20,rise,NN
20,in,IN
20,the,DT
20,second,NN
20,from,IN
20,the,DT
20,first,JJ
20,quarter,NN
20,and,CC
20,a,DT
20,5.4,CD
20,%,NN
20,increase,NN
20,from,IN
20,the,DT
20,second,JJ
20,quarter,NN
20,of,IN
20,1988,CD
20,.,.
21,Mr.,NNP
21,Dillow,NNP
21,said,VBD
21,the,DT
21,data,NNS
21,show,VBP
21,the,DT
21,economy,NN
21,``,``
21,is,VBZ
21,still,RB
21,quite,RB
21,strong,JJ
21,",",","
21,'',''
21,but,CC
21,suggestions,NNS
21,that,IN
21,much,NN
21,of,IN
21,the,DT
21,spending,NN
21,went,VBD
21,on,IN
21,services,NNS
21,rather,RB
21,than,IN
21,consumer,NN
21,goods,NNS
21,should,MD
21,reduce,VB
21,fears,NNS
21,of,IN
21,more,JJR
21,import,NN
21,rises,NNS
21,.,.
22,Certainly,RB
22,",",","
22,the,DT
22,chancellor,NN
22,has,VBZ
22,made,VBN
22,it,PRP
22,clear,JJ
22,that,IN
22,he,PRP
22,is,VBZ
22,prepared,VBN
22,to,TO
22,increase,VB
22,interest,NN
22,rates,NNS
22,again,RB
22,if,IN
22,necessary,JJ
22,to,TO
22,both,DT
22,ensure,VB
22,that,IN
22,a,DT
22,substantial,JJ
22,slowdown,NN
22,does,VBZ
22,take,VB
22,place,NN
22,and,CC
22,that,DT
22,sterling,NN
22,does,VBZ
22,n't,RB
22,decline,VB
22,further,JJ
22,.,.
23,Thursday,NNP
23,",",","
23,he,PRP
23,reminded,VBD
23,his,PRP$
23,audience,NN
23,that,IN
23,the,DT
23,government,NN
23,``,``
23,can,MD
23,not,RB
23,allow,VB
23,the,DT
23,necessary,JJ
23,rigor,NN
23,of,IN
23,monetary,JJ
23,policy,NN
23,to,TO
23,be,VB
23,undermined,VBN
23,by,IN
23,exchange,NN
23,rate,NN
23,weakness,NN
23,.,.
24,'',''
24,",",","
24,Analysts,NNS
24,agree,VBP
24,there,EX
24,is,VBZ
24,little,JJ
24,holding,NN
24,sterling,NN
24,firm,NN
24,at,IN
24,the,DT
24,moment,NN
24,other,JJ
24,than,IN
24,Mr.,NNP
24,Lawson,NNP
24,'s,POS
24,promise,NN
24,that,IN
24,rates,NNS
24,will,MD
24,be,VB
24,pushed,VBN
24,higher,JJR
24,if,IN
24,necessary,JJ
24,.,.
25,And,CC
25,",",","
25,they,PRP
25,warn,VBP
25,",",","
25,any,DT
25,further,JJ
25,drop,NN
25,in,IN
25,the,DT
25,government,NN
25,'s,POS
25,popularity,NN
25,could,MD
25,swiftly,RB
25,make,VB
25,this,DT
25,promise,NN
25,sound,NN
25,hollow,JJ
25,.,.
26,Sterling,NNP
26,was,VBD
26,already,RB
26,showing,VBG
26,some,DT
26,signs,NNS
26,of,IN
26,a,DT
26,lack,NN
26,of,IN
26,confidence,NN
26,in,IN
26,Mr.,NNP
26,Lawson,NNP
26,'s,POS
26,promise,NN
26,Friday,NNP
26,.,.
27,In,IN
27,European,JJ
27,trading,NN
27,it,PRP
27,declined,VBD
27,to,TO
27,$,$
27,1.589,CD
27,and,CC
27,2.9495,CD
27,marks,NNS
27,from,IN
27,$,$
27,1.594,CD
27,and,CC
27,2.9429,CD
27,marks,NNS
27,late,JJ
27,Thursday,NNP
27,.,.
28,Economists,NNS
28,suggested,VBD
28,that,IN
28,if,IN
28,the,DT
28,pound,NN
28,falls,VBZ
28,much,JJ
28,below,IN
28,2.9,CD
28,marks,NNS
28,",",","
28,the,DT
28,government,NN
28,will,MD
28,be,VB
28,forced,VBN
28,to,TO
28,increase,VB
28,rates,NNS
28,to,TO
28,16,CD
28,%,NN
28,",",","
28,both,DT
28,to,TO
28,halt,VB
28,any,DT
28,further,JJ
28,decline,NN
28,and,CC
28,ensure,VB
28,that,IN
28,the,DT
28,balance,NN
28,of,IN
28,monetary,JJ
28,policy,NN
28,remains,VBZ
28,unchanged,JJ
28,.,.
29,Friday,NNP
29,'s,POS
29,Market,NNP
29,Activity,NN
29,",",","
29,The,DT
29,dollar,NN
29,posted,VBD
29,gains,NNS
29,in,IN
29,quiet,JJ
29,trading,NN
29,as,IN
29,concerns,NNS
29,about,IN
29,equities,NNS
29,abated,VBN
29,.,.
30,Foreign,JJ
30,exchange,NN
30,dealers,NNS
30,said,VBD
30,that,IN
30,the,DT
30,currency,NN
30,market,NN
30,has,VBZ
30,begun,VBN
30,to,TO
30,distance,VB
30,itself,PRP
30,from,IN
30,the,DT
30,volatile,JJ
30,stock,NN
30,exchange,NN
30,",",","
30,which,WDT
30,has,VBZ
30,preoccupied,VBN
30,the,DT
30,market,NN
30,since,IN
30,Oct.,NNP
30,13,CD
30,",",","
30,when,WRB
30,the,DT
30,Dow,NNP
30,Jones,NNP
30,Industrial,NNP
30,Average,NNP
30,plunged,VBD
30,more,JJR
30,than,IN
30,190,CD
30,points,NNS
30,.,.
31,Currency,NN
31,analysts,NNS
31,predict,VBP
31,that,IN
31,in,IN
31,the,DT
31,coming,VBG
31,week,NN
31,the,DT
31,foreign,JJ
31,exchange,NN
31,market,NN
31,will,MD
31,shift,VB
31,its,PRP$
31,focus,NN
31,back,RB
31,to,TO
31,economic,JJ
31,fundamentals,NNS
31,",",","
31,keeping,VBG
31,a,DT
31,close,NN
31,eye,NN
31,out,IN
31,for,IN
31,any,DT
31,signs,NNS
31,of,IN
31,monetary,JJ
31,easing,NN
31,by,IN
31,U.S.,NNP
31,Federal,NNP
31,Reserve,NNP
31,.,.
32,Late,RB
32,in,IN
32,the,DT
32,New,NNP
32,York,NNP
32,trading,NN
32,day,NN
32,",",","
32,the,DT
32,dollar,NN
32,was,VBD
32,quoted,VBN
32,at,IN
32,1.8578,CD
32,marks,NNS
32,",",","
32,up,IN
32,from,IN
32,1.847,CD
32,marks,NNS
32,late,JJ
32,Thursday,NNP
